,director_name,duration,director_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,language,content_rating,budget,title_year,imdb_score,movie_facebook_likes,genre
546,Jerry Zucker,134.0,109.0,919.0,37600435.0,Julia Ormond,First Knight,3.0,battle|king|king arthur|knight|marriage,English,PG-13,55000000.0,1995.0,5.9,0,Action
547,Andy Tennant,148.0,72.0,582.0,39251128.0,Bai Ling,Anna and the King,2.0,1860s|children|king|schoolteacher|siam,English,PG-13,75000000.0,1999.0,6.7,0,Drama
548,Tarsem Singh,110.0,763.0,15000.0,83503161.0,Henry Cavill,Immortals,1.0,burned alive|castration|olympus|torture|torture device,English,R,75000000.0,2011.0,6.1,30000,Action
549,Florent-Emilio Siri,113.0,17.0,87000.0,34636443.0,Jimmy Bennett,Hostage,0.0,california|hostage|hostage negotiator|organized crime|police,English,R,52000000.0,2005.0,6.6,0,Action
550,Don Bluth,94.0,383.0,13000.0,22751979.0,Matt Damon,Titan A.E.,0.0,alien|captain|escape|pilot|scientist,English,PG,75000000.0,2000.0,6.6,0,Action
551,Ron Shelton,116.0,41.0,11000.0,30013346.0,Harrison Ford,Hollywood Homicide,2.0,audition|kissing while having sex|machismo|murder|sex,English,PG-13,75000000.0,2003.0,5.3,648,Action
552,Paul W.S. Anderson,99.0,545.0,933.0,14567883.0,Connie Nielsen,Soldier,1.0,crash survivor|planet|sergeant|soldier|survivor,English,R,75000000.0,1998.0,6.0,0,Action
553,David Pastor,84.0,10.0,3000.0,90820.0,Christopher Meloni,Carriers,0.0,beach|disease|latex gloves|pandemic|virus,English,PG-13,,2009.0,6.0,0,Drama
554,Henry Selick,93.0,253.0,3000.0,5409517.0,Brendan Fraser,Monkeybone,0.0,carnival|coma|death|monkey|nightmare,English,PG-13,75000000.0,2001.0,4.7,683,Animation
555,John Moore,113.0,212.0,2000.0,21009180.0,Dennis Quaid,Flight of the Phoenix,4.0,captain|desert|rescue|stranded|survivor,English,PG-13,45000000.0,2004.0,6.1,1000,Action
556,M. Night Shyamalan,106.0,0.0,18000.0,94999143.0,Robin Wright,Unbreakable,0.0,child with gun|comic book|invulnerability|superhero|train crash,English,PG-13,75000000.0,2000.0,7.2,0,Drama
557,Kyle Balda,91.0,22.0,7000.0,336029560.0,Steve Carell,Minions,0.0,antarctica|minion|queen|super villain|villain,English,PG,74000000.0,2015.0,6.4,70000,Action
558,Zack Snyder,128.0,0.0,4000.0,36381716.0,Jon Hamm,Sucker Punch,4.0,alternate reality|escape|girl gang|prostitution|samurai,English,PG-13,82000000.0,2011.0,6.1,42000,Action
559,Brian De Palma,98.0,0.0,12000.0,55585389.0,Nicolas Cage,Snake Eyes,1.0,assassination|boxing|casino|conspiracy|long take,English,R,69000000.0,1998.0,5.9,880,Crime
560,Barry Levinson,134.0,272.0,548.0,36976367.0,Peter Coyote,Sphere,3.0,manifestation|ocean|spacecraft|spaceship|sphere,English,PG-13,75000000.0,1998.0,6.0,0,Drama
561,Clay Kaytis,97.0,6.0,22000.0,107225164.0,Peter Dinklage,The Angry Birds Movie,0.0,butt|downward duck|fish|kingfisher|pig,English,PG,73000000.0,2016.0,6.3,14000,Action
562,Andy Tennant,112.0,72.0,11000.0,70224196.0,Matthew McConaughey,Fool's Gold,0.0,debt|rapper|treasure|treasure hunter|yacht,English,PG-13,70000000.0,2008.0,5.6,0,Action
563,Judd Apatow,153.0,0.0,11000.0,51814190.0,Adam Sandler,Funny People,1.0,breasts|comedian|craigslist|infidelity|stand up comedian,English,R,75000000.0,2009.0,6.4,0,Comedy
564,Peter Berg,110.0,532.0,3000.0,47456450.0,Jennifer Garner,The Kingdom,1.0,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,English,R,70000000.0,2007.0,7.1,0,Action
565,Adam McKay,122.0,285.0,8000.0,148213377.0,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,5.0,car racing|french|friend|nascar|racing,English,PG-13,73000000.0,2006.0,6.6,0,Action
566,Steve Carr,87.0,41.0,1000.0,112950721.0,Raven-Symoné,Dr. Dolittle 2,0.0,bear|doctor|false accusation|man with glasses|second part,English,PG,72000000.0,2001.0,4.6,266,Comedy
567,Mel Gibson,178.0,0.0,906.0,75600000.0,Mhairi Calvey,Braveheart,1.0,14th century|legend|revolt|scotland|tyranny,English,R,72000000.0,1995.0,8.4,17000,Biography
568,Sam Mendes,125.0,0.0,15000.0,62647540.0,Jake Gyllenhaal,Jarhead,0.0,american abroad|gulf war|u.s. military|u.s. soldier|usmc,English,R,70000000.0,2005.0,7.1,0,Action
569,David Silverman,87.0,30.0,745.0,183132370.0,Albert Brooks,The Simpsons Movie,0.0,alaska|dome|lake|pig|the simpsons,English,PG-13,75000000.0,2007.0,7.4,0,Adventure
570,Frank Darabont,152.0,0.0,940.0,27796042.0,Martin Landau,The Majestic,1.0,amnesia|california|communist|small town|writer,English,PG,72000000.0,2001.0,6.9,0,Drama
571,Renny Harlin,116.0,212.0,13000.0,32616869.0,Sylvester Stallone,Driven,0.0,car race|german|race car|race car driver|rookie,English,PG-13,72000000.0,2001.0,4.5,886,Action
572,Jean-Jacques Annaud,109.0,218.0,21.0,18947630.0,David Gant,Two Brothers,0.0,circus|death of protagonist|jungle|killing an animal|tiger,English,PG,59660000.0,2004.0,7.1,2000,Adventure
573,M. Night Shyamalan,108.0,0.0,3000.0,114195633.0,Bryce Dallas Howard,The Village,0.0,creature|pact|plot twist|village|woods,English,PG-13,60000000.0,2004.0,6.5,0,Drama
574,Betty Thomas,85.0,84.0,1000.0,144156464.0,Oliver Platt,Doctor Dolittle,0.0,box office hit|doctor|dog|first part|tiger,English,PG-13,71500000.0,1998.0,5.3,694,Comedy
575,M. Night Shyamalan,106.0,0.0,710.0,227965690.0,Rory Culkin,Signs,0.0,crop circle|faith|farm|glass of water|loss of faith,English,PG-13,72000000.0,2002.0,6.7,0,Drama
576,Andrew Adamson,93.0,80.0,692.0,436471036.0,Rupert Everett,Shrek 2,1.0,drag queen|physical appearance|princess|queen|sequel,English,PG,150000000.0,2004.0,7.2,0,Adventure
577,John Lasseter,117.0,487.0,1000.0,244052771.0,John Ratzenberger,Cars,0.0,car|desert|route 66|tow truck|truck,English,G,120000000.0,2006.0,7.2,0,Adventure
578,Garry Marshall,116.0,0.0,8000.0,152149590.0,Julia Roberts,Runaway Bride,2.0,bride|columnist|journalist|maryland|wedding,English,PG,70000000.0,1999.0,5.5,0,Comedy
579,Rob Cohen,132.0,357.0,14000.0,141204016.0,Vin Diesel,xXx,0.0,agent|nsa|nsa agent|prague|russian,English,PG-13,70000000.0,2002.0,5.8,10000,Action
580,Paul Tibbitt,92.0,5.0,870.0,162495848.0,Tim Conway,The SpongeBob Movie: Sponge Out of Water,0.0,book|magic|pirate|plankton|time machine,English,PG,74000000.0,2015.0,6.0,16000,Adventure
581,Ron Howard,139.0,2000.0,960.0,136448821.0,Lili Taylor,Ransom,1.0,bounty|fbi|millionaire|money|ransom,English,R,80000000.0,1996.0,6.6,1000,Crime
582,Quentin Tarantino,153.0,16000.0,13000.0,120523073.0,Michael Fassbender,Inglourious Basterds,1.0,france|german|nazis|revenge|scalping,English,R,75000000.0,2009.0,8.3,42000,Adventure
583,Steven Spielberg,142.0,14000.0,49000.0,119654900.0,Robin Williams,Hook,1.0,1990s|caught in a net|children|duel|hero,English,PG,70000000.0,1991.0,6.7,13000,Adventure
584,Renny Harlin,124.0,212.0,13000.0,117541000.0,Bruce Willis,Die Hard 2,0.0,airport|fuel|plane|police|terrorist,English,R,70000000.0,1990.0,7.1,0,Action
585,Clark Johnson,117.0,69.0,10000.0,116643346.0,Jeremy Renner,S.W.A.T.,1.0,hostage|police|prison|swat team|training,English,PG-13,80000000.0,2003.0,6.0,0,Action
586,,45.0,,898.0,,Nicole Beharie,Sleepy Hollow,0.0,apocalypse|death|husband wife relationship|mother son relationship|murder,English,TV-14,,,7.5,14000,Adventure
587,Cameron Crowe,141.0,488.0,10000.0,100614858.0,Tom Cruise,Vanilla Sky,1.0,death|dream|love|lynchian|reality,English,R,68000000.0,2001.0,6.9,0,Fantasy
588,M. Night Shyamalan,110.0,0.0,3000.0,42272747.0,Bryce Dallas Howard,Lady in the Water,1.0,apartment|bedtime story|eagle|stuttering|swimming pool,English,PG-13,70000000.0,2006.0,5.6,0,Drama
589,Paul W.S. Anderson,109.0,545.0,886.0,80281096.0,Sanaa Lathan,AVP: Alien vs. Predator,0.0,alien|antarctica|predator|pyramid|satellite,English,PG-13,60000000.0,2004.0,5.6,0,Action
590,Betty Thomas,88.0,84.0,1000.0,219613391.0,Amy Poehler,Alvin and the Chipmunks: The Squeakquel,0.0,adidas|chipmunk|hospital|school|waste container,English,PG,75000000.0,2009.0,4.5,2000,Animation
591,Randall Wallace,124.0,130.0,4000.0,78120196.0,Jon Hamm,We Were Soldiers,0.0,air cavalry|battle|major|soldier|vietnamese,English,R,75000000.0,2002.0,7.1,5000,Action
592,Antoine Fuqua,119.0,845.0,18000.0,98895417.0,Gerard Butler,Olympus Has Fallen,3.0,political thriller|politics|president|speaker of the house|u.s. president,English,R,70000000.0,2013.0,6.5,45000,Action
593,Jonathan Frakes,103.0,906.0,1000.0,70117571.0,LeVar Burton,Star Trek: Insurrection,0.0,alien|captain|commander|conspiracy|planet,English,PG,58000000.0,1998.0,6.4,1000,Action
594,Jonathan Liebesman,116.0,473.0,833.0,83552429.0,Noel Fisher,Battle Los Angeles,0.0,alien|extraterrestrial|invasion|marine|mission,English,PG-13,70000000.0,2011.0,5.8,25000,Action
595,Tim Burton,125.0,13000.0,12000.0,66257002.0,Steve Buscemi,Big Fish,0.0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,English,PG-13,70000000.0,2003.0,8.0,26000,Adventure
596,Mike Nichols,125.0,0.0,443.0,65012000.0,David Hyde Pierce,Wolf,1.0,blood|publisher|publishing house|werewolf|wolf,English,R,70000000.0,1994.0,6.2,0,Drama
597,Steven Spielberg,146.0,14000.0,25000.0,79883359.0,Jeremy Irvine,War Horse,1.0,barbed wire|british|cavalry|horse|world war one,English,PG-13,66000000.0,2011.0,7.2,28000,Drama
598,George Clooney,118.0,0.0,13000.0,78031620.0,Bill Murray,The Monuments Men,7.0,art|art expert|nazi stolen art|soldier|world war two,English,PG-13,70000000.0,2014.0,6.1,34000,Drama
599,James Cameron,171.0,0.0,2000.0,54222000.0,Michael Biehn,The Abyss,0.0,alien|estranged couple|ocean|submarine|underwater,English,PG-13,69500000.0,1989.0,7.6,0,Adventure
600,Oliver Stone,136.0,0.0,903.0,52474616.0,Frank Langella,Wall Street: Money Never Sleeps,2.0,corporate greed|crisis|economy|greed|mentor,English,PG-13,70000000.0,2010.0,6.3,13000,Drama
601,Gary Shore,92.0,28.0,3000.0,55942830.0,Dominic Cooper,Dracula Untold,1.0,death of wife|dracula|tarantula|turk|vampire,English,PG-13,70000000.0,2014.0,6.3,37000,Action
602,Edward Zwick,116.0,380.0,18000.0,40932372.0,Denzel Washington,The Siege,0.0,abduction|martial law|military|new york city|terrorist,English,R,70000000.0,1998.0,6.3,0,Action
603,Matthew Vaughn,127.0,905.0,15000.0,38345403.0,Henry Cavill,Stardust,8.0,king|magic|one word title|pirate|village,English,PG-13,70000000.0,2007.0,7.7,15000,Adventure
604,Jean-Jacques Annaud,136.0,218.0,11000.0,37901509.0,Brad Pitt,Seven Years in Tibet,1.0,austria|dalai lama|himalaya|mountain|tibet,English,PG-13,70000000.0,1997.0,7.0,0,Adventure
605,Ron Howard,111.0,2000.0,17000.0,48430355.0,Channing Tatum,The Dilemma,2.0,best friend|friend|investigation|secret|two word title,English,PG-13,70000000.0,2011.0,5.3,0,Comedy
606,Joel Schumacher,116.0,541.0,12000.0,30157016.0,Anthony Hopkins,Bad Company,2.0,cia|cia agent|terrorist|twin|twin brother,English,PG-13,70000000.0,2002.0,5.6,792,Action
607,Andrzej Bartkowiak,113.0,43.0,12000.0,28031250.0,Dwayne Johnson,Doom,0.0,commando unit|extra chromosome|first person shooter|special forces|teleportation,English,R,60000000.0,2005.0,5.2,0,Action
608,Betty Thomas,97.0,84.0,989.0,33105600.0,Gary Cole,I Spy,1.0,boxer|espionage|spy|stealth|top secret,English,PG-13,70000000.0,2002.0,5.4,531,Action
609,Måns Mårlind,88.0,24.0,5000.0,62321039.0,Theo James,Underworld: Awakening,1.0,battle|cryogenics|detective|scientist|vampire,English,R,70000000.0,2012.0,6.4,24000,Action
610,Adam Shankman,136.0,163.0,394.0,38509342.0,James Martin Kelly,Rock of Ages,7.0,concert|love|music industry|panties|pole dancer,English,PG-13,75000000.0,2012.0,5.9,33000,Comedy
611,Gregory Hoblit,125.0,40.0,13000.0,19076815.0,Bruce Willis,Hart's War,0.0,colonel|honor|lieutenant|pilot|racism,English,R,60000000.0,2002.0,6.3,997,Drama
612,Gary McKendry,116.0,5.0,26000.0,25093607.0,Jason Statham,Killer Elite,2.0,australia|death|mentor|revenge|secret society,English,R,35000000.0,2011.0,6.5,17000,Action
613,John McTiernan,98.0,323.0,1000.0,18990542.0,LL Cool J,Rollerball,3.0,ball|blood|skating|song|year 2005,English,R,70000000.0,2002.0,3.0,584,Action
614,Wych Kaosayananda,91.0,8.0,349.0,14294842.0,Talisa Soto,Ballistic: Ecks vs. Sever,1.0,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,English,R,70000000.0,2002.0,3.6,391,Action
615,Mikael Salomon,97.0,13.0,11000.0,19819494.0,Morgan Freeman,Hard Rain,0.0,dam|flood|money|police|sheriff,English,R,70000000.0,1998.0,5.8,815,Action
616,Bobby Farrelly,95.0,101.0,2000.0,13596911.0,Ron Howard,Osmosis Jones,0.0,blood|body|egg|virus|white blood cell,English,PG,70000000.0,2001.0,6.2,2000,Action
617,Will Finn,88.0,6.0,2000.0,8460990.0,Lea Michele,Legends of Oz: Dorothy's Return,1.0,jester|kansas|oz|princess|tornado,English,PG,70000000.0,2013.0,5.6,5000,Adventure
618,Michael Mann,133.0,0.0,26000.0,7097125.0,Chris Hemsworth,Blackhat,1.0,chinese|computer|cybercrime|hacker|one word title,English,R,70000000.0,2015.0,5.4,11000,Action
619,Kerry Conran,106.0,14.0,11000.0,37760080.0,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow,2.0,captain|pilot|reporter|robot|scientist,English,PG,70000000.0,2004.0,6.1,0,Action
620,Michael Caton-Jones,116.0,105.0,844.0,5851188.0,Charlotte Rampling,Basic Instinct 2,1.0,drugs|murder|psychiatrist|scotland yard|sex,English,R,70000000.0,2006.0,4.2,764,Crime
621,Mikael Håfström,115.0,101.0,13000.0,25121291.0,Sylvester Stallone,Escape Plan,1.0,cia agent|escape|muslim|prison|ship,English,R,50000000.0,2013.0,6.7,34000,Action
622,Renny Harlin,99.0,212.0,576.0,18821279.0,Roxanne McKee,The Legend of Hercules,0.0,ancient greece|forbidden love|hercules|king|slavery,English,PG-13,70000000.0,2014.0,4.2,12000,Action
623,Phil Alden Robinson,124.0,31.0,11000.0,118471320.0,Morgan Freeman,The Sum of All Fears,0.0,analyst|cia|nuclear bomb|nuclear weapons|russia,English,PG-13,68000000.0,2002.0,6.4,0,Action
624,David Slade,124.0,171.0,21000.0,300523113.0,Robert Pattinson,The Twilight Saga: Eclipse,3.0,friendship|graduation|revenge|vampire|werewolf,English,PG-13,68000000.0,2010.0,4.9,29000,Adventure
625,Frank Oz,124.0,0.0,22000.0,71069884.0,Robert De Niro,The Score,0.0,partner|running|scepter|surveillance|thief,English,R,68000000.0,2001.0,6.8,0,Crime
626,Pierre Coffin,87.0,275.0,7000.0,251501645.0,Steve Carell,Despicable Me,0.0,girl|minion|moon|pyramid|white picket fence,English,PG,69000000.0,2010.0,7.7,31000,Animation
627,Joseph Ruben,105.0,29.0,584.0,35324232.0,Vincent Pastore,Money Train,1.0,bare breasts|breast|loan shark|subway|train,English,R,68000000.0,1995.0,5.6,617,Action
628,Seth MacFarlane,125.0,3000.0,14000.0,81257500.0,Liam Neeson,Ted 2,0.0,baby|f word|fight|lawyer|marriage,English,R,68000000.0,2015.0,6.4,30000,Comedy
629,Alejandro Amenábar,141.0,448.0,614.0,617840.0,Max Minghella,Agora,2.0,christian|love|philosophy|prefect|slave,English,R,70000000.0,2009.0,7.2,29000,Adventure
630,Kinka Usher,121.0,18.0,1000.0,29655590.0,Janeane Garofalo,Mystery Men,4.0,bowling|rajah|sphinx|spleen|superhero,English,PG-13,65000000.0,1999.0,6.0,0,Action
631,Bobby Farrelly,111.0,101.0,966.0,45045037.0,Jenna Fischer,Hall Pass,3.0,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,English,R,36000000.0,2011.0,5.9,10000,Comedy
632,Michael Mann,157.0,0.0,14000.0,28965197.0,Al Pacino,The Insider,1.0,cbs|cbs news|research|tobacco|whistleblower,English,R,68000000.0,1999.0,7.9,0,Biography
633,Craig Gillespie,117.0,44.0,788.0,27550735.0,Michael Raymond-James,The Finest Hours,0.0,1950s|coast guard|oil tanker|sinking ship|survival,English,PG-13,,2016.0,6.8,12000,Action
634,Ridley Scott,128.0,0.0,29000.0,39380442.0,Leonardo DiCaprio,Body of Lies,1.0,cia|jordan|middle east|spy|terrorist,English,R,70000000.0,2008.0,7.1,0,Action
635,Jay Roach,114.0,116.0,7000.0,72980108.0,Steve Carell,Dinner for Schmucks,2.0,dinner|diorama|idiot|irs|mouse,English,PG-13,,2010.0,5.9,0,Comedy
636,Timur Bekmambetov,105.0,335.0,3000.0,37516013.0,Rufus Sewell,Abraham Lincoln: Vampire Hunter,0.0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,R,69000000.0,2012.0,5.9,98000,Action
637,Jon Amiel,113.0,36.0,537.0,87704396.0,Will Patton,Entrapment,1.0,art thief|insurance|mask|master thief|reference to iron maiden,English,PG-13,66000000.0,1999.0,6.2,0,Action
638,,30.0,,995.0,,Hector Elizondo,Last Man Standing,1.0,family relationships|husband wife relationship|live studio audience|sitcom|three word title,English,TV-PG,,,7.4,0,Comedy
639,Rob Bowman,121.0,38.0,940.0,83892374.0,Martin Landau,The X Files,0.0,agent|alien|bomb|fbi|government,English,PG-13,66000000.0,1998.0,7.0,0,Drama
640,Doug Lefler,102.0,4.0,14000.0,5932060.0,Colin Firth,The Last Legion,0.0,5th century|boy|capri|roman legion|soldier,English,PG-13,35000000.0,2007.0,5.4,0,Action
641,Steven Spielberg,169.0,14000.0,15000.0,216119491.0,Tom Hanks,Saving Private Ryan,2.0,army|invasion|killed in action|normandy|soldier,English,R,70000000.0,1998.0,8.6,22000,Action
642,Scott Waugh,132.0,76.0,3000.0,43568507.0,Rami Malek,Need for Speed,1.0,cross country|custom car|illegal street racing|police officer crushed|street racing,English,PG-13,66000000.0,2014.0,6.5,32000,Action
643,Nancy Meyers,127.0,278.0,2000.0,182805123.0,Judy Greer,What Women Want,1.0,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,English,PG-13,70000000.0,2000.0,6.4,0,Comedy
644,Chris Wedge,103.0,77.0,1000.0,176387405.0,Goran Visnjic,Ice Age,0.0,baby|ice|ice age|sleeping|sloth,English,PG,59000000.0,2002.0,7.6,3000,Adventure
645,Lawrence Kasdan,136.0,759.0,11000.0,33685268.0,Morgan Freeman,Dreamcatcher,1.0,alien|friend|maine|military|woods,English,R,68000000.0,2003.0,5.5,4000,Drama
646,Steven Spielberg,150.0,14000.0,23000.0,182204440.0,Joseph Gordon-Levitt,Lincoln,0.0,cultural conflict|politics|president|slavery|u.s. president,English,PG-13,65000000.0,2012.0,7.4,71000,Biography
647,Lana Wachowski,136.0,0.0,18000.0,171383253.0,Keanu Reeves,The Matrix,3.0,artificial reality|computer|matrix|questioning reality|simulated reality,English,R,63000000.0,1999.0,8.7,25000,Action
648,Ron Howard,140.0,2000.0,15000.0,172071312.0,Tom Hanks,Apollo 13,0.0,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,English,PG,62000000.0,1995.0,7.6,5000,Adventure
649,Michael Lembeck,104.0,54.0,901.0,139225854.0,Judge Reinhold,The Santa Clause 2,0.0,christmas|magic|santa claus|son|toy,English,G,60000000.0,2002.0,5.5,1000,Comedy
650,Tom Hooper,158.0,0.0,20000.0,148775460.0,Hugh Jackman,Les Misérables,1.0,barricade|innkeeper|parole|rebellion|student,English,PG-13,61000000.0,2012.0,7.6,144000,Drama
651,Nora Ephron,119.0,0.0,15000.0,115731542.0,Tom Hanks,You've Got Mail,2.0,bookstore|competing businesses|instant messaging|new york city|shop owner,English,PG,65000000.0,1998.0,6.5,0,Comedy
652,Adam McKay,106.0,285.0,8000.0,100468793.0,Will Ferrell,Step Brothers,2.0,dream|friendship|karaoke|love|slacker,English,R,65000000.0,2008.0,6.9,0,Comedy
653,Martin Campbell,136.0,258.0,12000.0,93771072.0,Anthony Hopkins,The Mask of Zorro,0.0,19th century|california|revenge|training|zorro,English,PG-13,65000000.0,1998.0,6.7,0,Action
654,Todd Phillips,95.0,480.0,21000.0,100448498.0,Robert Downey Jr.,Due Date,3.0,actor|aspiring actor|birth|misadventure|suitcase,English,R,65000000.0,2010.0,6.6,25000,Comedy
655,Angelina Jolie Pitt,137.0,11000.0,769.0,115603980.0,Finn Wittrock,Unbroken,0.0,emaciation|male nudity|plane crash|prisoner of war|torture,English,PG-13,65000000.0,2014.0,7.2,35000,Biography
656,Clint Eastwood,130.0,16000.0,16000.0,90454043.0,Clint Eastwood,Space Cowboys,1.0,nasa|old age|satellite|space|space shuttle,English,PG-13,65000000.0,2000.0,6.4,0,Action
657,Renny Harlin,124.0,212.0,13000.0,84049211.0,Sylvester Stallone,Cliffhanger,1.0,money|mountain|rocky mountains|snow|suitcase,English,R,70000000.0,1993.0,6.4,0,Action
658,John Woo,108.0,610.0,848.0,70450000.0,Delroy Lindo,Broken Arrow,2.0,captain|desert|major|park ranger|utah,English,R,50000000.0,1996.0,6.0,0,Action
659,Jon Turteltaub,104.0,226.0,13000.0,69688384.0,Bruce Willis,The Kid,1.0,altering history|cartoon on tv|childhood|image consultant|one two combo,English,PG,60000000.0,2000.0,6.1,0,Comedy
660,Oliver Stone,129.0,0.0,12000.0,70236496.0,Nicolas Cage,World Trade Center,0.0,based on true story|police|rescue|rubble|trapped,English,PG-13,63000000.0,2006.0,6.0,0,Drama
661,Mike Newell,117.0,179.0,8000.0,63695760.0,Julia Roberts,Mona Lisa Smile,1.0,art|college|school|student|wellesley college,English,PG-13,65000000.0,2003.0,6.4,0,Drama
662,Larry Charles,99.0,119.0,600.0,59617068.0,Sayed Badreya,The Dictator,0.0,dictator|hotel|oil|overalls|sunglasses,English,R,65000000.0,2012.0,6.4,59000,Comedy
663,Stanley Kubrick,159.0,0.0,10000.0,55637680.0,Tom Cruise,Eyes Wide Shut,1.0,doctor|orgy|party|pianist|sexual fantasy,English,R,65000000.0,1999.0,7.3,10000,Drama
664,Will Gluck,118.0,87.0,2000.0,85911262.0,Quvenzhané Wallis,Annie,6.0,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,English,PG,65000000.0,2014.0,5.2,16000,Comedy
665,Glenn Ficarra,105.0,43.0,10000.0,53846915.0,Will Smith,Focus,0.0,con artist|con man|deception|rivalry|seduction,English,R,50100000.0,2015.0,6.6,23000,Comedy
666,McG,103.0,368.0,27000.0,54758461.0,Tom Hardy,This Means War,3.0,best friend|cia|cia agent|dating|undercover,English,PG-13,65000000.0,2012.0,6.3,18000,Action
667,David S. Goyer,122.0,687.0,16000.0,52397389.0,Ryan Reynolds,Blade: Trinity,0.0,blade|blood|dracula|vampire hunter|vampire slayer,English,R,65000000.0,2004.0,5.9,0,Action
668,John Milius,114.0,468.0,1000.0,,Lea Thompson,Red Dawn,0.0,guerrilla|high school|invasion|soviet|wolverine,English,PG-13,16900000.0,1984.0,6.4,0,Action
669,Mike Nichols,143.0,0.0,509.0,38966057.0,Maura Tierney,Primary Colors,0.0,campaigning|candidate|election|governor|president,English,R,65000000.0,1998.0,6.7,688,Comedy
670,Paul W.S. Anderson,96.0,545.0,14000.0,42345531.0,Milla Jovovich,Resident Evil: Retribution,0.0,corporation|fight|rescue|umbrella|zombie,English,R,65000000.0,2012.0,5.4,32000,Action
671,Paul W.S. Anderson,111.0,545.0,26000.0,36064910.0,Jason Statham,Death Race,4.0,armored car|car|murder|prison|warden,English,R,45000000.0,2008.0,6.4,0,Action
672,Renny Harlin,121.0,212.0,394.0,33328051.0,Melina Kanakaredes,The Long Kiss Goodnight,2.0,amnesia|chase|foot chase|strong female character|vomiting,English,R,65000000.0,1996.0,6.7,4000,Action
673,Taylor Hackford,135.0,138.0,324.0,32598931.0,Pamela Reed,Proof of Life,1.0,jungle|pipeline|prisoner|ransom|south america,English,R,65000000.0,2000.0,6.2,892,Action
674,Jon Favreau,101.0,4000.0,17000.0,28045540.0,Kristen Stewart,Zathura: A Space Adventure,0.0,2000s|coke|meeting future self|reference to spongebob squarepants|sony,English,PG,65000000.0,2005.0,6.1,0,Action
675,David Fincher,151.0,21000.0,11000.0,37023395.0,Brad Pitt,Fight Club,2.0,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,English,R,63000000.0,1999.0,8.8,48000,Drama
676,McG,131.0,368.0,11000.0,43532294.0,Matthew McConaughey,We Are Marshall,0.0,coach|football|football team|marshall university|university,English,PG,65000000.0,2006.0,7.1,0,Drama
677,,60.0,,1000.0,,Jason Flemyng,The Missing,0.0,france|journalist|limp|police detective|reporter,English,,,,8.1,0,Crime
678,Michael Lehmann,100.0,36.0,13000.0,17218080.0,Bruce Willis,Hudson Hawk,0.0,blackmail|burglar|critically bashed|leonardo da vinci|prison,English,R,70000000.0,1991.0,5.7,0,Action
679,Nora Ephron,105.0,0.0,975.0,10014234.0,Michael Rapaport,Lucky Numbers,1.0,celebrity|lottery|murder|snowmobile|weatherman,English,R,65000000.0,2000.0,5.0,177,Comedy
680,Stuart Beattie,92.0,72.0,623.0,19059018.0,Caitlin Stasey,"I, Frankenstein",0.0,army|creature|demon|frankenstein|gargoyle,English,PG-13,65000000.0,2014.0,5.1,15000,Action
681,Roman Polanski,130.0,2000.0,268.0,1987287.0,Ian McNeice,Oliver Twist,0.0,boy|character name in title|orphan|pickpocket|workhouse,English,PG-13,50000000.0,2005.0,6.9,0,Crime
682,Rob Bowman,100.0,38.0,3000.0,24407944.0,Jennifer Garner,Elektra,0.0,assassin|battle|heroine|martial arts|spin off,English,PG-13,43000000.0,2005.0,4.8,0,Action
683,Frank Miller,102.0,436.0,23000.0,13750556.0,Joseph Gordon-Levitt,Sin City: A Dame to Kill For,3.0,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,English,R,65000000.0,2014.0,6.5,32000,Action
684,Sydney Pollack,133.0,521.0,11000.0,31054924.0,Harrison Ford,Random Hearts,1.0,death|plane crash|police|police sergeant|politician,English,R,64000000.0,1999.0,5.1,295,Drama
685,Baltasar Kormákur,121.0,175.0,963.0,43247140.0,Michael Kelly,Everest,0.0,blizzard|mount everest|mountain|mountain climbing|snow,English,PG-13,55000000.0,2015.0,7.1,40000,Adventure
686,Tom Tykwer,147.0,670.0,177.0,2208939.0,Michael Smiley,Perfume: The Story of a Murderer,0.0,18th century|perfume|scent|sense of smell|smell,English,R,50000000.0,2006.0,7.5,26000,Crime
687,Jay Roach,94.0,116.0,645.0,213079163.0,Verne Troyer,Austin Powers in Goldmember,2.0,fem bot|prison|seductive fembot|spy|time travel,English,PG-13,63000000.0,2002.0,6.2,0,Action
688,David Bowers,94.0,42.0,12000.0,19548064.0,Nicolas Cage,Astro Boy,1.0,betrayal|futuristic|gladiator|robot|scientist,English,PG,65000000.0,2009.0,6.3,0,Action
