dteday,temp,windspeed,casual_riders,registered_riders
10/19/12,0.563333,0.134954,753,4671
10/20/12,0.484167,0.117537,2806,5284
10/21/12,0.464167,0.166054,2132,4692
10/22/12,0.4875,0.0814833,830,6228
10/23/12,0.544167,0.0945458,841,6625
10/24/12,0.5875,0.0727792,795,6898
10/25/12,0.55,0.124375,875,6484
10/26/12,0.545833,0.132467,1182,6262
10/27/12,0.53,0.235692,2643,5209
10/28/12,0.4775,0.398008,998,3461
10/29/12,0.44,0.3582,2,20
10/30/12,0.318182,0.213009,87,1009
10/31/12,0.3575,0.166667,419,5147
11/1/12,0.365833,0.157346,466,5520
11/2/12,0.355,0.266175,618,5229
11/3/12,0.343333,0.270529,1029,4109
11/4/12,0.325833,0.179108,1201,3906
11/5/12,0.319167,0.236325,378,4881
11/6/12,0.280833,0.173513,466,5220
11/7/12,0.295833,0.304108,326,4709
11/8/12,0.352174,0.347835,340,4975
11/9/12,0.361667,0.214558,709,5283
11/10/12,0.389167,0.0578458,2090,4446
11/11/12,0.420833,0.1275,2290,4562
11/12/12,0.485,0.173517,1097,5172
11/13/12,0.343333,0.342046,327,3767
11/14/12,0.289167,0.199625,373,5122
11/15/12,0.321667,0.152987,320,5125
11/16/12,0.345,0.171025,484,5214
11/17/12,0.325,0.179729,1313,4316
11/18/12,0.3425,0.227612,922,3747
11/19/12,0.380833,0.235067,449,5050
11/20/12,0.374167,0.082725,534,5100
11/21/12,0.353333,0.103246,615,4531
11/22/12,0.34,0.0528708,955,1470
11/23/12,0.368333,0.148021,1603,2307
11/24/12,0.278333,0.376871,532,1745
11/25/12,0.245833,0.1505,309,2115
11/26/12,0.313333,0.04665,337,4750
11/27/12,0.291667,0.237562,123,3836
11/28/12,0.296667,0.210821,198,5062
11/29/12,0.28087,0.115522,243,5080
11/30/12,0.298333,0.0584708,362,5306
12/1/12,0.298333,0.0597042,951,4240
12/2/12,0.3475,0.124379,892,3757
12/3/12,0.4525,0.0827208,555,5679
12/4/12,0.475833,0.174129,551,6055
12/5/12,0.438333,0.324021,331,5398
12/6/12,0.255833,0.174754,340,5035
12/7/12,0.320833,0.1306,349,4659
12/8/12,0.381667,0.101379,1153,4429
12/9/12,0.384167,0.157975,441,2787
12/10/12,0.435833,0.190308,329,4841
12/11/12,0.353333,0.296037,282,5219
12/12/12,0.2975,0.162937,310,5009
12/13/12,0.295833,0.174129,425,5107
12/14/12,0.281667,0.131229,429,5182
12/15/12,0.324167,0.10635,767,4280
12/16/12,0.3625,0.100742,538,3248
12/17/12,0.393333,0.0982583,212,4373
12/18/12,0.410833,0.221404,433,5124
12/19/12,0.3325,0.184092,333,4934
12/20/12,0.33,0.132463,314,3814
12/21/12,0.326667,0.374383,221,3402
12/22/12,0.265833,0.407346,205,1544
12/23/12,0.245833,0.133083,408,1379
12/24/12,0.231304,0.0772304,174,746
12/25/12,0.291304,0.168726,440,573
12/26/12,0.243333,0.316546,9,432
12/27/12,0.254167,0.350133,247,1867
12/28/12,0.253333,0.155471,644,2451
12/29/12,0.253333,0.124383,159,1182
12/30/12,0.255833,0.350754,364,1432
12/31/12,0.215833,0.154846,439,2290
